student_id,registration_number,name,semester,course,attendance_percentage,previous_cgpa,study_hours_per_day,assignments_completed,extracurricular_activities,performance_category,Do I have any backlogs?
"STU0670","231FA04670","Harsha Kumar",8,"B.Tech Computer Science",60.86,6.86,5.8,37,7,"Needs Improvement","Yes"
"STU0671","231FA04671","Hema Kumar",6,"B.Tech AI & Data Science",76.57,9.83,8,71,1,"Average","No"
"STU0672","231FA04672","Ishaan Kumar",8,"B.Tech AI & Data Science",82.1,5.37,8.9,62,2,"Needs Improvement","Yes"
"STU0673","231FA04673","Jahnavi Kumar",2,"B.Tech Computer Science",68.05,9.53,6.5,66,8,"Needs Improvement","No"
"STU0674","231FA04674","Karthik Kumar",4,"B.Tech AI & Data Science",84.5,7.39,9,94,0,"Average","No"
"STU0675","231FA04675","Kavitha Kumar",3,"B.Tech Computer Science",58.47,8.02,2.4,46,2,"Needs Improvement","Yes"
"STU0676","231FA04676","Keerthi Kumar",3,"B.Tech Information Technology",85.76,5.74,8,36,4,"Needs Improvement","Yes"
"STU0677","231FA04677","Krishna Kumar",7,"B.Tech Computer Science",94.12,9.58,5.8,64,6,"Good","No"
"STU0678","231FA04678","Lahari Kumar",3,"B.Tech Computer Science",71.2,7.28,8.3,88,1,"Average","No"
"STU0679","231FA04679","Madhuri Kumar",8,"B.Tech AI & Data Science",75.31,6.5,7.6,98,4,"Average","No"
"STU0680","231FA04680","Manasa Kumar",8,"B.Tech Computer Science",86.38,7.38,6.8,93,0,"Average","No"
"STU0681","231FA04681","Monika Kumar",5,"B.Tech Computer Science",96.82,8.18,3.1,51,2,"Good","No"
"STU0682","231FA04682","Navya Kumar",6,"B.Tech Computer Science",70.01,8.99,3.5,51,2,"Average","Yes"
"STU0683","231FA04683","Neha Kumar",1,"B.Tech Computer Science",81.26,5.03,6.9,51,4,"Needs Improvement","Yes"
"STU0684","231FA04684","Nikhil Kumar",1,"B.Tech Information Technology",83.65,8.69,3.2,82,5,"Good","No"
"STU0685","231FA04685","Nithin Kumar",3,"B.Tech Information Technology",83.39,9.04,5.5,36,3,"Good","No"
"STU0686","231FA04686","Pavani Kumar",2,"B.Tech Information Technology",69.35,9.18,6.2,100,3,"Needs Improvement","No"
"STU0687","231FA04687","Pranavi Kumar",5,"B.Tech AI & Data Science",76.74,8.51,3.7,76,8,"Average","No"
"STU0688","231FA04688","Rahul Kumar",4,"B.Tech Information Technology",76.54,7.44,6.6,46,5,"Average","No"
"STU0689","231FA04689","Rohit Kumar",4,"B.Tech Information Technology",63.42,5.63,3.2,58,5,"Needs Improvement","Yes"
"STU0690","231FA04690","Sai Kumar",6,"B.Tech Computer Science",58.65,7.48,5,68,8,"Needs Improvement","No"
"STU0691","231FA04691","Sanjana Kumar",8,"B.Tech Information Technology",89.01,5,6.8,87,3,"Needs Improvement","Yes"
"STU0692","231FA04692","Sharvani Kumar",8,"B.Tech AI & Data Science",58.08,6.95,5.1,65,7,"Needs Improvement","No"
"STU0693","231FA04693","Sneha Kumar",5,"B.Tech Computer Science",67.23,8.44,5.3,89,7,"Needs Improvement","No"
"STU0694","231FA04694","Sowmya Kumar",8,"B.Tech Information Technology",83.08,5.97,2.9,98,1,"Needs Improvement","Yes"
"STU0695","231FA04695","Sreeja Kumar",3,"B.Tech Information Technology",82.53,7.89,5.1,38,5,"Good","No"
"STU0696","231FA04696","Tejas Kumar",5,"B.Tech AI & Data Science",58.97,5.31,7.7,42,6,"Needs Improvement","Yes"
"STU0697","231FA04697","Varshitha Kumar",1,"B.Tech AI & Data Science",59.86,7.53,3.3,70,8,"Needs Improvement","No"
"STU0698","231FA04698","Vikram Kumar",5,"B.Tech Information Technology",63.89,7.34,7.5,84,6,"Needs Improvement","No"
"STU0699","231FA04699","Yash Kumar",5,"B.Tech Computer Science",58.01,9.07,1,91,2,"Needs Improvement","Yes"
"STU0700","231FA04700","Yamini Kumar",3,"B.Tech AI & Data Science",86.69,9.1,7.3,75,6,"Good","No"
"STU0701","231FA04701","Aadhya Lanka",4,"B.Tech Information Technology",66.94,5.18,8.6,44,8,"Needs Improvement","Yes"
"STU0702","231FA04702","Aarav Lanka",6,"B.Tech Information Technology",94.17,9.86,5.1,78,2,"Good","No"
"STU0703","231FA04703","Aarohi Lanka",1,"B.Tech AI & Data Science",87.06,7.87,2.8,62,8,"Good","Yes"
"STU0704","231FA04704","Abhinav Lanka",4,"B.Tech Computer Science",74.58,8.54,2.2,76,1,"Average","Yes"
"STU0705","231FA04705","Aditya Lanka",3,"B.Tech Information Technology",95.27,5.34,3.3,91,3,"Needs Improvement","No"
"STU0706","231FA04706","Akanksha Lanka",2,"B.Tech Information Technology",66.06,8.96,5.6,59,1,"Needs Improvement","Yes"
"STU0707","231FA04707","Akhil Lanka",1,"B.Tech Computer Science",56.69,5.41,1.7,50,0,"Needs Improvement","Yes"
"STU0708","231FA04708","Akshara Lanka",4,"B.Tech Information Technology",58.7,5.04,2.2,56,5,"Needs Improvement","Yes"
"STU0709","231FA04709","Ananya Lanka",4,"B.Tech AI & Data Science",91.15,9.07,7.1,88,0,"Excellent","No"
"STU0710","231FA04710","Anish Lanka",3,"B.Tech Computer Science",68.32,5.34,3.3,90,3,"Needs Improvement","Yes"
"STU0711","231FA04711","Anjali Lanka",4,"B.Tech Computer Science",62.09,8.8,7.5,55,4,"Needs Improvement","Yes"
"STU0712","231FA04712","Ankita Lanka",7,"B.Tech Information Technology",89.65,5.26,1.6,59,7,"Needs Improvement","Yes"
"STU0713","231FA04713","Arjun Lanka",5,"B.Tech Information Technology",61.37,8.28,4.3,93,3,"Needs Improvement","No"
"STU0714","231FA04714","Bhavya Lanka",4,"B.Tech Information Technology",66.25,6.5,6,42,3,"Needs Improvement","Yes"
"STU0715","231FA04715","Charan Lanka",6,"B.Tech Computer Science",97.89,7.33,6.3,35,4,"Average","No"
"STU0716","231FA04716","Deepika Lanka",2,"B.Tech Computer Science",90.18,8.13,1.5,58,2,"Good","Yes"
"STU0717","231FA04717","Divya Lanka",2,"B.Tech Computer Science",77.49,6.46,2.4,79,5,"Average","Yes"
"STU0718","231FA04718","Gautham Lanka",6,"B.Tech Computer Science",97.62,9.16,2,78,6,"Good","No"
"STU0719","231FA04719","Harini Lanka",7,"B.Tech Information Technology",85.71,7.16,5.2,94,6,"Average","No"
"STU0720","231FA04720","Harsha Lanka",7,"B.Tech Information Technology",61.98,8.95,2.5,59,0,"Needs Improvement","Yes"
"STU0721","231FA04721","Hema Lanka",6,"B.Tech AI & Data Science",91.62,8.84,8.5,41,1,"Good","No"
"STU0722","231FA04722","Ishaan Lanka",7,"B.Tech Computer Science",74.38,9.36,7.3,60,7,"Average","Yes"
"STU0723","231FA04723","Jahnavi Lanka",2,"B.Tech Information Technology",90.7,6.08,3.1,42,1,"Average","Yes"
"STU0724","231FA04724","Karthik Lanka",7,"B.Tech Information Technology",86.97,7.66,8.9,85,7,"Good","No"
"STU0725","231FA04725","Kavitha Lanka",3,"B.Tech Computer Science",91.44,8.7,8.7,54,4,"Good","No"
"STU0726","231FA04726","Keerthi Lanka",3,"B.Tech Computer Science",82.13,7.45,3.4,71,0,"Good","No"
"STU0727","231FA04727","Krishna Lanka",2,"B.Tech AI & Data Science",73.18,7.17,7.8,56,2,"Average","Yes"
"STU0728","231FA04728","Lahari Lanka",4,"B.Tech Computer Science",98.13,5.66,1.8,88,7,"Needs Improvement","Yes"
"STU0729","231FA04729","Madhuri Lanka",7,"B.Tech AI & Data Science",69.95,5.54,5.9,74,5,"Needs Improvement","Yes"
"STU0730","231FA04730","Manasa Lanka",4,"B.Tech AI & Data Science",98.56,9.21,6.9,74,3,"Good","No"
"STU0731","231FA04731","Monika Lanka",5,"B.Tech AI & Data Science",57.63,6.6,5.1,90,6,"Needs Improvement","No"
"STU0732","231FA04732","Navya Lanka",8,"B.Tech Computer Science",89.74,6.13,2.7,94,0,"Average","Yes"
"STU0733","231FA04733","Neha Lanka",2,"B.Tech AI & Data Science",98.53,4.88,6.6,66,6,"Needs Improvement","Yes"
"STU0734","231FA04734","Nikhil Lanka",1,"B.Tech AI & Data Science",59.57,4.99,6.1,50,6,"Needs Improvement","Yes"
"STU0735","231FA04735","Nithin Lanka",3,"B.Tech AI & Data Science",86.69,5.47,5.2,69,7,"Needs Improvement","No"
"STU0736","231FA04736","Pavani Lanka",8,"B.Tech AI & Data Science",81.69,5.62,2.9,63,6,"Needs Improvement","Yes"
"STU0737","231FA04737","Pranavi Lanka",1,"B.Tech Information Technology",71.65,7.38,6.8,76,1,"Average","No"
"STU0738","231FA04738","Rahul Lanka",2,"B.Tech Computer Science",86.88,6.55,4,53,3,"Average","No"
"STU0739","231FA04739","Rohit Lanka",7,"B.Tech AI & Data Science",56.37,7.77,6.8,59,3,"Needs Improvement","Yes"
"STU0740","231FA04740","Sai Lanka",7,"B.Tech Computer Science",60.45,8.61,6.3,51,4,"Needs Improvement","Yes"
"STU0741","231FA04741","Sanjana Lanka",5,"B.Tech AI & Data Science",69.25,9.5,8.1,65,5,"Needs Improvement","No"
"STU0742","231FA04742","Sharvani Lanka",6,"B.Tech Information Technology",79.24,6.57,5.1,68,6,"Average","No"
"STU0743","231FA04743","Sneha Lanka",1,"B.Tech AI & Data Science",98.65,7.28,6,59,1,"Average","No"
"STU0744","231FA04744","Sowmya Lanka",7,"B.Tech Computer Science",59.35,5.83,4.2,63,5,"Needs Improvement","Yes"
"STU0745","231FA04745","Sreeja Lanka",5,"B.Tech Information Technology",87.97,7.26,7.1,91,7,"Average","No"
"STU0746","231FA04746","Tejas Lanka",7,"B.Tech AI & Data Science",69.31,9.21,8.1,74,5,"Needs Improvement","No"
"STU0747","231FA04747","Varshitha Lanka",3,"B.Tech AI & Data Science",88.21,7.23,3.3,63,1,"Average","No"
"STU0748","231FA04748","Vikram Lanka",8,"B.Tech Information Technology",77.42,8.61,2.2,98,6,"Average","No"
"STU0749","231FA04749","Yash Lanka",1,"B.Tech AI & Data Science",68.27,7.38,5.4,59,6,"Needs Improvement","Yes"
"STU0750","231FA04750","Yamini Lanka",1,"B.Tech AI & Data Science",90.18,5.33,5.7,59,6,"Needs Improvement","Yes"
"STU0751","231FA04751","Aadhya M",5,"B.Tech Information Technology",60.5,9.89,3.6,40,6,"Needs Improvement","Yes"
"STU0752","231FA04752","Aarav M",4,"B.Tech Computer Science",71.39,8.96,5.8,79,5,"Average","No"
"STU0753","231FA04753","Aarohi M",7,"B.Tech Computer Science",69.06,8.98,8.1,82,1,"Needs Improvement","No"
"STU0754","231FA04754","Abhinav M",5,"B.Tech Computer Science",61.09,9.58,5.5,51,7,"Needs Improvement","Yes"
"STU0755","231FA04755","Aditya M",3,"B.Tech Computer Science",75.82,7.14,6.3,95,0,"Average","No"
"STU0756","231FA04756","Akanksha M",5,"B.Tech Computer Science",64.96,4.98,6.2,99,0,"Needs Improvement","Yes"
"STU0757","231FA04757","Akhil M",1,"B.Tech Computer Science",83.39,8.09,1.2,79,5,"Good","No"
"STU0758","231FA04758","Akshara M",2,"B.Tech Computer Science",60.44,8.89,2.7,72,8,"Needs Improvement","Yes"
"STU0759","231FA04759","Ananya M",6,"B.Tech AI & Data Science",75.03,6.94,8.7,36,6,"Average","No"
"STU0760","231FA04760","Anish M",3,"B.Tech Computer Science",91.76,5.68,4.2,57,4,"Needs Improvement","Yes"
"STU0761","231FA04761","Anjali M",7,"B.Tech Information Technology",75.89,9.44,3.9,100,0,"Average","No"
"STU0762","231FA04762","Ankita M",1,"B.Tech Computer Science",94,5.87,7.4,79,2,"Needs Improvement","No"
"STU0763","231FA04763","Arjun M",6,"B.Tech AI & Data Science",57.37,7.49,4.6,67,7,"Needs Improvement","No"
"STU0764","231FA04764","Bhavya M",3,"B.Tech Information Technology",73.2,4.95,5.1,51,7,"Needs Improvement","Yes"
"STU0765","231FA04765","Charan M",4,"B.Tech Information Technology",62.89,9.07,1.7,91,4,"Needs Improvement","Yes"
"STU0766","231FA04766","Deepika M",7,"B.Tech Computer Science",70.78,5.19,7.1,90,0,"Needs Improvement","Yes"
"STU0767","231FA04767","Divya M",1,"B.Tech Computer Science",71.39,7.78,2.9,79,2,"Average","Yes"
"STU0768","231FA04768","Gautham M",4,"B.Tech Information Technology",69.92,9.69,4,65,5,"Needs Improvement","No"
"STU0769","231FA04769","Harini M",1,"B.Tech Information Technology",89.34,5.24,3.2,63,4,"Needs Improvement","Yes"
"STU0770","231FA04770","Harsha M",3,"B.Tech AI & Data Science",64.87,8.21,8.7,87,0,"Needs Improvement","No"
"STU0771","231FA04771","Hema M",2,"B.Tech Information Technology",86.69,8.02,4.8,53,1,"Good","No"
"STU0772","231FA04772","Ishaan M",4,"B.Tech Computer Science",79.8,4.88,3.5,61,6,"Needs Improvement","Yes"
"STU0773","231FA04773","Jahnavi M",6,"B.Tech Information Technology",73.91,7.12,4.9,82,6,"Average","No"
"STU0774","231FA04774","Karthik M",1,"B.Tech Information Technology",94.37,8.27,2,48,8,"Good","Yes"
"STU0775","231FA04775","Kavitha M",1,"B.Tech AI & Data Science",73.73,6.6,1.1,65,7,"Average","Yes"
"STU0776","231FA04776","Keerthi M",2,"B.Tech AI & Data Science",67.78,9.87,7,59,1,"Needs Improvement","Yes"
"STU0777","231FA04777","Krishna M",4,"B.Tech Information Technology",59.58,5.43,6.1,90,5,"Needs Improvement","Yes"
"STU0778","231FA04778","Lahari M",3,"B.Tech Computer Science",56.26,7.95,1.5,74,1,"Needs Improvement","Yes"
"STU0779","231FA04779","Madhuri M",8,"B.Tech Information Technology",61.02,8.28,8.7,92,4,"Needs Improvement","No"
"STU0780","231FA04780","Manasa M",2,"B.Tech Computer Science",88.93,7.49,5.8,64,8,"Good","No"
"STU0781","231FA04781","Monika M",2,"B.Tech AI & Data Science",71.37,6.89,3.6,86,8,"Average","No"
"STU0782","231FA04782","Navya M",2,"B.Tech AI & Data Science",89.62,7.1,1.9,41,1,"Average","Yes"
"STU0783","231FA04783","Neha M",3,"B.Tech AI & Data Science",62.05,6.53,3.1,91,0,"Needs Improvement","No"
"STU0784","231FA04784","Nikhil M",5,"B.Tech Information Technology",88.88,5.64,3.8,73,7,"Needs Improvement","Yes"
"STU0785","231FA04785","Nithin M",8,"B.Tech Computer Science",56.55,9.4,1.9,42,2,"Needs Improvement","Yes"
"STU0786","231FA04786","Pavani M",5,"B.Tech AI & Data Science",56.68,8.81,3.1,74,0,"Needs Improvement","No"
"STU0787","231FA04787","Pranavi M",3,"B.Tech Information Technology",96.62,8.07,3.9,52,0,"Good","No"
"STU0788","231FA04788","Rahul M",1,"B.Tech AI & Data Science",56.55,8.92,4,94,8,"Needs Improvement","No"
"STU0789","231FA04789","Rohit M",2,"B.Tech Information Technology",61.38,8.77,4.6,54,4,"Needs Improvement","Yes"
"STU0790","231FA04790","Sai M",1,"B.Tech AI & Data Science",93.78,7.13,4.7,58,2,"Average","No"
"STU0791","231FA04791","Sanjana M",2,"B.Tech Computer Science",76.07,7.66,1.3,78,5,"Average","No"
"STU0792","231FA04792","Sharvani M",4,"B.Tech Computer Science",74.45,8.74,2.4,56,4,"Average","Yes"
"STU0793","231FA04793","Sneha M",2,"B.Tech Computer Science",86.54,8.33,3.4,44,2,"Good","No"
"STU0794","231FA04794","Sowmya M",3,"B.Tech Information Technology",90.59,4.97,1.3,72,3,"Needs Improvement","Yes"
"STU0795","231FA04795","Sreeja M",5,"B.Tech Computer Science",84.87,5.89,2.2,48,1,"Needs Improvement","Yes"
"STU0796","231FA04796","Tejas M",7,"B.Tech Computer Science",56.38,6.85,2.2,55,7,"Needs Improvement","Yes"
"STU0797","231FA04797","Varshitha M",4,"B.Tech Information Technology",68,6.28,7.1,90,3,"Needs Improvement","Yes"
"STU0798","231FA04798","Vikram M",5,"B.Tech Computer Science",87.71,9.53,6.6,43,4,"Good","No"
"STU0799","231FA04799","Yash M",3,"B.Tech Information Technology",58.16,6.63,8.9,83,7,"Needs Improvement","No"
"STU0800","231FA04800","Yamini M",8,"B.Tech Computer Science",61.03,5.25,3.2,93,5,"Needs Improvement","Yes"
"STU0801","231FA04801","Aadhya Maheshwari",6,"B.Tech Information Technology",89.21,7.62,5,40,7,"Good","No"
"STU0802","231FA04802","Aarav Maheshwari",3,"B.Tech Information Technology",82.44,9.07,1.7,49,5,"Good","Yes"
"STU0803","231FA04803","Aarohi Maheshwari",3,"B.Tech AI & Data Science",92.44,8.95,6,55,2,"Good","No"
"STU0804","231FA04804","Abhinav Maheshwari",7,"B.Tech Computer Science",63.25,6.82,7,55,6,"Needs Improvement","Yes"
"STU0805","231FA04805","Aditya Maheshwari",5,"B.Tech AI & Data Science",57.84,6.83,6,73,3,"Needs Improvement","No"
"STU0806","231FA04806","Akanksha Maheshwari",2,"B.Tech Computer Science",90.78,6.26,3.7,53,5,"Average","Yes"
"STU0807","231FA04807","Akhil Maheshwari",8,"B.Tech Computer Science",76.98,9.4,8.6,96,8,"Average","No"
"STU0808","231FA04808","Akshara Maheshwari",5,"B.Tech AI & Data Science",78.83,7.7,3,36,6,"Good","No"
"STU0809","231FA04809","Ananya Maheshwari",5,"B.Tech Information Technology",78.69,6.18,5.5,53,2,"Average","Yes"
"STU0810","231FA04810","Anish Maheshwari",6,"B.Tech Information Technology",70.21,8.73,8.1,55,1,"Average","Yes"
"STU0811","231FA04811","Anjali Maheshwari",2,"B.Tech AI & Data Science",96.2,6.73,5.7,62,2,"Average","No"
"STU0812","231FA04812","Ankita Maheshwari",8,"B.Tech AI & Data Science",57.9,9.73,3.3,76,3,"Needs Improvement","No"
"STU0813","231FA04813","Arjun Maheshwari",1,"B.Tech AI & Data Science",95.24,5.16,5.4,88,5,"Needs Improvement","No"
"STU0814","231FA04814","Bhavya Maheshwari",6,"B.Tech Computer Science",91.6,9.78,4.7,48,1,"Good","No"
"STU0815","231FA04815","Charan Maheshwari",7,"B.Tech Computer Science",72.55,5.7,4.5,40,3,"Needs Improvement","Yes"
"STU0816","231FA04816","Deepika Maheshwari",4,"B.Tech Computer Science",88.71,7.81,3.1,61,0,"Good","No"
"STU0817","231FA04817","Divya Maheshwari",8,"B.Tech Computer Science",72.97,8.54,1.4,49,3,"Average","Yes"
"STU0818","231FA04818","Gautham Maheshwari",8,"B.Tech Computer Science",62.67,7.3,3.2,98,5,"Needs Improvement","No"
"STU0819","231FA04819","Harini Maheshwari",7,"B.Tech AI & Data Science",72.1,8.09,4.6,64,5,"Average","Yes"
"STU0820","231FA04820","Harsha Maheshwari",5,"B.Tech Information Technology",73.07,6.91,1.3,68,0,"Average","Yes"
"STU0821","231FA04821","Hema Maheshwari",1,"B.Tech Information Technology",96.81,9.46,5.7,80,3,"Excellent","No"
"STU0822","231FA04822","Ishaan Maheshwari",5,"B.Tech Information Technology",77.36,8.66,2.1,79,7,"Average","No"
"STU0823","231FA04823","Jahnavi Maheshwari",5,"B.Tech Information Technology",63.57,7.96,7,58,5,"Needs Improvement","Yes"
"STU0824","231FA04824","Karthik Maheshwari",2,"B.Tech AI & Data Science",82.1,6.96,4.9,63,8,"Average","No"
"STU0825","231FA04825","Kavitha Maheshwari",4,"B.Tech AI & Data Science",65.99,6.24,8.6,75,1,"Needs Improvement","Yes"
"STU0826","231FA04826","Keerthi Maheshwari",3,"B.Tech Information Technology",70.84,9.01,3.3,48,3,"Average","Yes"
"STU0827","231FA04827","Krishna Maheshwari",6,"B.Tech Computer Science",62.65,5.53,5.6,78,7,"Needs Improvement","Yes"
"STU0828","231FA04828","Lahari Maheshwari",3,"B.Tech AI & Data Science",58.4,4.96,7.5,99,1,"Needs Improvement","Yes"
"STU0829","231FA04829","Madhuri Maheshwari",3,"B.Tech Information Technology",82.49,5.67,8.4,68,7,"Needs Improvement","No"
"STU0830","231FA04830","Manasa Maheshwari",8,"B.Tech AI & Data Science",73.34,6.77,3.4,99,3,"Average","No"
"STU0831","231FA04831","Monika Maheshwari",4,"B.Tech Computer Science",79.52,5.77,3.7,45,3,"Needs Improvement","Yes"
"STU0832","231FA04832","Navya Maheshwari",5,"B.Tech Computer Science",97.69,5.18,2.7,79,7,"Needs Improvement","Yes"
"STU0833","231FA04833","Neha Maheshwari",5,"B.Tech Computer Science",84.97,6.8,3,87,0,"Average","No"
"STU0834","231FA04834","Nikhil Maheshwari",4,"B.Tech Information Technology",85.02,6.71,2.4,77,6,"Average","No"
"STU0835","231FA04835","Nithin Maheshwari",7,"B.Tech Information Technology",76.59,9.46,2.8,77,1,"Average","No"
"STU0836","231FA04836","Pavani Maheshwari",6,"B.Tech Information Technology",68.05,6.05,7.5,42,1,"Needs Improvement","Yes"
"STU0837","231FA04837","Pranavi Maheshwari",6,"B.Tech Computer Science",57.19,7.21,3.9,98,2,"Needs Improvement","No"
"STU0838","231FA04838","Rahul Maheshwari",5,"B.Tech Computer Science",88.55,5.42,3.3,86,8,"Needs Improvement","Yes"
"STU0839","231FA04839","Rohit Maheshwari",6,"B.Tech Computer Science",55.66,5.07,3.8,44,5,"Needs Improvement","Yes"
"STU0840","231FA04840","Sai Maheshwari",4,"B.Tech Computer Science",80.52,8.46,1.1,56,2,"Good","Yes"
"STU0841","231FA04841","Sanjana Maheshwari",5,"B.Tech Information Technology",71.25,8.46,2.4,79,7,"Average","Yes"
"STU0842","231FA04842","Sharvani Maheshwari",3,"B.Tech Computer Science",66.45,5.2,6.7,83,2,"Needs Improvement","Yes"
"STU0843","231FA04843","Sneha Maheshwari",6,"B.Tech Computer Science",79.38,8.3,6,49,3,"Good","No"
"STU0844","231FA04844","Sowmya Maheshwari",3,"B.Tech Information Technology",73.93,5.91,1,45,8,"Needs Improvement","Yes"
"STU0845","231FA04845","Sreeja Maheshwari",6,"B.Tech Computer Science",63.27,6,4.8,55,7,"Needs Improvement","Yes"
"STU0846","231FA04846","Tejas Maheshwari",4,"B.Tech AI & Data Science",79.88,7.22,4.7,66,7,"Average","No"
"STU0847","231FA04847","Varshitha Maheshwari",1,"B.Tech Information Technology",76.44,8.89,8.9,80,1,"Average","No"
"STU0848","231FA04848","Vikram Maheshwari",1,"B.Tech Information Technology",92.58,5.25,6.2,91,1,"Needs Improvement","Yes"
"STU0849","231FA04849","Yash Maheshwari",4,"B.Tech Information Technology",96.82,9.28,2.8,47,7,"Good","Yes"
"STU0850","231FA04850","Yamini Maheshwari",8,"B.Tech Computer Science",57.31,7.27,5.2,96,1,"Needs Improvement","No"
"STU0851","231FA04851","Aadhya Mehta",8,"B.Tech Information Technology",65.6,8.29,1.7,100,8,"Needs Improvement","Yes"
"STU0852","231FA04852","Aarav Mehta",1,"B.Tech Computer Science",68.86,9.67,3.3,89,2,"Needs Improvement","No"
"STU0853","231FA04853","Aarohi Mehta",7,"B.Tech Information Technology",93.76,7.78,1.8,52,0,"Good","Yes"
"STU0854","231FA04854","Abhinav Mehta",4,"B.Tech AI & Data Science",57.82,5.31,8.9,77,4,"Needs Improvement","Yes"
"STU0855","231FA04855","Aditya Mehta",2,"B.Tech Computer Science",64.54,7.51,5.4,76,2,"Needs Improvement","No"
"STU0856","231FA04856","Akanksha Mehta",1,"B.Tech AI & Data Science",82.58,9.43,4,99,6,"Good","No"
"STU0857","231FA04857","Akhil Mehta",7,"B.Tech AI & Data Science",97.8,7.62,5.9,59,2,"Good","No"
"STU0858","231FA04858","Akshara Mehta",4,"B.Tech AI & Data Science",96.08,5.43,2.8,86,6,"Needs Improvement","Yes"
"STU0859","231FA04859","Ananya Mehta",2,"B.Tech Computer Science",60.54,7.91,6,58,8,"Needs Improvement","Yes"
"STU0860","231FA04860","Anish Mehta",5,"B.Tech Information Technology",91.25,5.41,8.2,37,8,"Needs Improvement","Yes"
"STU0861","231FA04861","Anjali Mehta",4,"B.Tech AI & Data Science",73.39,5.04,5.9,84,6,"Needs Improvement","Yes"
"STU0862","231FA04862","Ankita Mehta",5,"B.Tech AI & Data Science",77.86,7.77,6,95,8,"Average","No"
"STU0863","231FA04863","Arjun Mehta",3,"B.Tech Computer Science",97.09,5.26,7.4,67,8,"Needs Improvement","Yes"
"STU0864","231FA04864","Bhavya Mehta",4,"B.Tech AI & Data Science",57.69,9.06,2.5,75,6,"Needs Improvement","Yes"
"STU0865","231FA04865","Charan Mehta",2,"B.Tech AI & Data Science",63.63,6.43,1.8,99,7,"Needs Improvement","Yes"
"STU0866","231FA04866","Deepika Mehta",5,"B.Tech Information Technology",90.78,7.98,4,74,8,"Good","No"
"STU0867","231FA04867","Divya Mehta",7,"B.Tech AI & Data Science",78.03,9.55,4.8,51,6,"Good","No"
"STU0868","231FA04868","Gautham Mehta",3,"B.Tech Information Technology",89.45,5.06,3.3,58,2,"Needs Improvement","Yes"
"STU0869","231FA04869","Harini Mehta",3,"B.Tech AI & Data Science",82.47,6.23,4.4,69,7,"Average","No"
"STU0870","231FA04870","Harsha Mehta",4,"B.Tech Computer Science",75.71,6.09,2.5,78,2,"Average","Yes"
"STU0871","231FA04871","Hema Mehta",4,"B.Tech Computer Science",85.49,6,1.9,85,5,"Average","Yes"
"STU0872","231FA04872","Ishaan Mehta",8,"B.Tech Computer Science",69.1,8.05,5.8,82,7,"Needs Improvement","No"
"STU0873","231FA04873","Jahnavi Mehta",8,"B.Tech Information Technology",98.09,8.04,5.5,73,5,"Good","No"
"STU0874","231FA04874","Karthik Mehta",7,"B.Tech Information Technology",79.62,9.03,1.2,56,6,"Good","Yes"
"STU0875","231FA04875","Kavitha Mehta",3,"B.Tech Computer Science",69.69,6.81,2.4,96,0,"Needs Improvement","Yes"
"STU0876","231FA04876","Keerthi Mehta",3,"B.Tech Information Technology",57.25,6.89,7.6,69,4,"Needs Improvement","No"
"STU0877","231FA04877","Krishna Mehta",8,"B.Tech Information Technology",88.7,8.81,3.2,71,6,"Good","No"
"STU0878","231FA04878","Lahari Mehta",5,"B.Tech Computer Science",79.8,7.71,2.3,98,7,"Good","No"
"STU0879","231FA04879","Madhuri Mehta",2,"B.Tech Computer Science",68.42,6.03,8.8,37,3,"Needs Improvement","Yes"
"STU0880","231FA04880","Manasa Mehta",7,"B.Tech Computer Science",94.65,7.78,4.1,90,1,"Good","No"
"STU0881","231FA04881","Monika Mehta",7,"B.Tech Computer Science",87.92,5.65,4.8,48,1,"Needs Improvement","Yes"
"STU0882","231FA04882","Navya Mehta",8,"B.Tech Computer Science",97.29,6.74,7.6,65,6,"Average","No"
"STU0883","231FA04883","Neha Mehta",2,"B.Tech Information Technology",86.64,5.99,2.8,70,5,"Needs Improvement","Yes"
"STU0884","231FA04884","Nikhil Mehta",5,"B.Tech AI & Data Science",87.44,6.33,6,82,5,"Average","No"
"STU0885","231FA04885","Nithin Mehta",1,"B.Tech Computer Science",94.21,8.8,5.2,86,8,"Excellent","No"
"STU0886","231FA04886","Pavani Mehta",5,"B.Tech Computer Science",87.06,7.05,4,75,1,"Average","No"
"STU0887","231FA04887","Pranavi Mehta",4,"B.Tech Computer Science",74.23,5.03,1.8,36,1,"Needs Improvement","Yes"
"STU0888","231FA04888","Rahul Mehta",6,"B.Tech Information Technology",83.12,9.28,4.2,67,2,"Good","No"
"STU0889","231FA04889","Rohit Mehta",4,"B.Tech AI & Data Science",94.3,6.85,4.4,64,4,"Average","No"
"STU0890","231FA04890","Sai Mehta",8,"B.Tech Computer Science",95.33,9.88,4.8,93,2,"Excellent","No"
"STU0891","231FA04891","Sanjana Mehta",5,"B.Tech AI & Data Science",90.82,6.98,3.2,70,8,"Average","No"
"STU0892","231FA04892","Sharvani Mehta",7,"B.Tech Information Technology",93.5,7.63,6.7,64,3,"Good","No"
"STU0893","231FA04893","Sneha Mehta",6,"B.Tech Information Technology",76.3,9.8,4.1,65,8,"Average","No"
"STU0894","231FA04894","Sowmya Mehta",7,"B.Tech AI & Data Science",88.21,5.74,6.7,42,5,"Needs Improvement","Yes"
